comments,sentiments,compound
Such acumen is a depository of creativity and it will be a disservice to his destiny to be a job seeker. With the tools he has all he needs is a dream and good mentorship to set him on his way. It is a pity that society is yet to explore such potentials. But this will change.,pos,0.6486
"In advanced countries,   kids with very high IQ are given admission directly into doctoral study. But,   because you probably spent 100 years before you got our own doctorate,   or because your child is not as intelligent as this boy,   you must ""block"" him from attaining success fast.",pos,0.4973
"You don't gain anything by ""blocking"" this young man. Allowing him to utilize his high IQ by studying at the doctoral level does not deprive you of anything and doing so is not a system breakdown. ",neg,-0.0572
"It's just a recognition that some people are more intelligent than others,   and people with very high IQ should be utilized where they''ll be useful the most. After,   doctoral inquiry is about solving problems. But you see it as ""jumping grade."" Of what value is being stuck in low grade,   when this boy's brains can handle advance concepts? ",pos,0.6361
"Enough with your zoning and turn by turn mindset. Zoning discountenances merit but promote mediocrity,   laziness,   and rot. ",pos,0.5927
"My message to this boy's parents is for them to look for ways to send their son to study outside Nigeria. Otherwise,   zoning,   tribalism,   and ethnic hate will kill their son's potentials. Havard University has a scholarship for high IQ kids like this boy. The parents should explore that,   otherwise advocates of ""equal hardship,  "" zoning and ""wait for your turn"" will kill this boy's potential.",neg,-0.9313
You failed woefully in these your stupid advice ,neg,-0.8555
Prayer works and our God answers prayers; also neither prayer warriors nor Pastors will doom the boy.,pos,0.52
You need to repent and surrender your life to JESUS CHRIST before it is too late.,neu,0.0
"Totally agreed with you. He should take SAT and smash it and go straight to Stanford University or Yale. Stanford made me mad during my tour of the school in the mid 90""s. I didn't mind studying religion or even Igbo language there. As long as you are a graduate of Stanford university,   you will be respected.",pos,0.4927
"I think this guy just wrote some sense. Oga/Madam,   i will like to know you",pos,0.3612
when richmen wards are busy running up and down from one miracle centre to the other...weldone boy!,pos,0.6239
I agree. But you know they comments below will never agree with this intelligent post,pos,0.7906
"So much negativity in the comment section ,   Nigeria is a waste",neg,-0.749
You know the country is useless but want it to continue to exist.,neg,-0.1154
"Nice one. Congratulations to him and I wish him success in all his future endeavors. To the empty skulls saying he won't make it because he's too smart,   that is the portion of your own children. I was just like this and with coaching from my father I was able to balance my smarts with people skills and an active social life. My job is highly technical and very easy for me and I get paid quite a bit to use those smarts. Most days I'm home by 4.30pm and I only work from the office a few days a week. The other days I work from the comfort of my home. My intelligence opened all these doors for me to have comfort and flexibility. No matter how you slice and dice it you are better off intelligent than stupid.",pos,0.9887
 when did you get married?,neu,0.0
bros you do well greater heights awaits,pos,0.5994
This young boy should convert is knowledge to something that will benefit the word when he his matured before Buhari part 2 will tag him as Lazy Youth in the nearest future,pos,0.128
"Was so shocked after reading your comments,   In all things and before any other thing,   God is to be referenced and praised ...#GOD FACTOR.....""""THAT OTHER PEOPLE  AIN'T DOINg IT DO NOT MAKE IT TO BE WRONG AND VICE VERSA....ACCEPTS CHRIST B4 ETERNITY...Don't be restricted to your Thoughts and experience.......Chai! You just flawed your your advice",pos,0.09
"Exactly! It's all work and determination. If you are healthy and mentally sound,   you can achieve anything you put in unending work.",pos,0.69
"Send me your A/C number,  you deserve chill N500 kunu to refresh your active brain.",pos,0.4588
Well done boy. Your parents must be proud of you! I wish my children same outcome.,pos,0.8016
"What a waste. He did not apply for Engineering.Probably one of those ""I must do medicine"" children. Intelligent students should opt for Engineering or it's related fields.That is where intelligence is truly tested and utilised. Medicine is good,   but any average student with a good reading habit will scale through or even make a couple of distinctions.",pos,0.836
"Bros,   can his parent afford it?? ",neu,0.0
"if he didn't score very high in jamb,   I would have said he did runs. ",neu,0.0
"This waec result that just came out,   a young stubborn boy that does not know simple indices had A1 in further mathematics and B2 in mathematics.Up till now,   I still  wonder.",neg,-0.4019
"Congrats,   we praise God for you. Government should place him on full scholarship,   mentor him and monitor his progress in life",pos,0.8979
"You just offered poison to this boy. Your comment shows that you don't know God. But watch it before it's too late for you. Attacking the church,   pastors and even God Himself doesn't in any way make you wise or smart.",neg,-0.5152
Best advice. I hope this boy have the opportunity to read this.,pos,0.872
"Congratulations boy,   to your success. Cheers!",pos,0.8999
"You came into a world that is far bigger than you and you say prayer does not work. Smh. Just come out and look at the sky and streach your eyes through the surrounding horizon. Brother me,   prayer works. There is something bigger than you.",pos,0.2411
"Mr man keep kwayet,   the boy NEVER go university sef for us to determine his competency on whatever it is himstudy,   you come here  do over sabi,   what prove do you have the boy can handle such acceleration,  ",neu,0.0
"P.s I will never be jealous of any body in this world,   Never!!!!  because I believe whatever my achievements in this world there would always be some1 better than me some where just like am better than somebody somewhere",pos,0.899
"This performance is commendable,   hopefully he will get a scholarship to a foreign university preferably in the UK or Canada.",pos,0.4019
"yes i am beginning to pay close attention to that school. A girl from that school was the best in waec,   neco a few years ago.",pos,0.7579
"That's to tell you ,   you don't know nothing. They are jus dumping rubish theories into your heads.",neg,-0.3182
When I wrote waec there were no questions on indices.,neg,-0.296
Indices is one of the simplest areas in mathematics. ,neu,0.0
Someone that got A1 in further mathematics and B2 in mathematics should know the laws of indices in his sleep.,neu,0.0
But this young boy doesn't.,neu,0.0
Brilliant!,pos,0.6239
Congrats boy. Keep it up.,pos,0.5267
This one got me thinking ..... ``Side effects of not having a girlfriend still affects you till date``....explain more sir....,neu,0.0
 I agree with you my brother. It's not easy at all for this country,neu,0.0243
I agree he should go for studies abroad. He should also endeavour to keep close friends with seniors in his field and in the industry and start now to prepare for life after graduation. His journey just started. congrats to him.,pos,0.8402
Nigerian university will ruin you..,neg,-0.5859
"Damn your right with the last sentence oooh,   but I want to tell you that there is a God evidently and he does answer prayers...",pos,0.34
But is it a must to go ABROAD..,neu,0.0
His State government Shud Gv Him Schoolarship To Harvard please.,pos,0.3182
"Raw advice but the aspect of prayer,   it does work. You may say Nigerian pattern of prayer does not work. Our body is made of hardware and software,   the soft drives the hardware but the drivers are be controlled by prayer (program) and they feed on this energy. That same energy that was capable to form the universe.",pos,0.8599
